No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
7925,2010,11,27,4,30,-20,2,1019,NW,77.78,0,0
7926,2010,11,27,5,21,-20,1,1020,NW,86.72,0,0
7927,2010,11,27,6,12,-20,1,1021,NW,94.77,0,0
7928,2010,11,27,7,20,-18,0,1022,NW,101.92,0,0
7929,2010,11,27,8,19,-21,0,1024,NW,105.05,0,0
7930,2010,11,27,9,12,-22,1,1025,NW,117.12,0,0
7931,2010,11,27,10,13,-22,2,1026,NW,129.19,0,0
7932,2010,11,27,11,11,-22,2,1025,NW,140.37,0,0
7933,2010,11,27,12,8,-22,3,1025,NW,148.42,0,0
7934,2010,11,27,13,7,-22,4,1024,NW,155.57,0,0
7935,2010,11,27,14,8,-22,4,1024,NW,161.38,0,0
7937,2010,11,27,16,12,-20,3,1024,NW,166.3,0,0
7938,2010,11,27,17,18,-19,1,1024,NE,3.13,0,0
7939,2010,11,27,18,32,-17,0,1024,SE,3.13,0,0
7940,2010,11,27,19,43,-17,-2,1025,SE,6.26,0,0
7941,2010,11,27,20,41,-16,-2,1026,SE,8.05,0,0
7942,2010,11,27,21,35,-16,-3,1026,SE,9.84,0,0
7943,2010,11,27,22,45,-15,-3,1026,SE,11.63,0,0
7946,2010,11,28,1,59,-13,-4,1025,SE,3.58,0,0
7947,2010,11,28,2,83,-14,-4,1025,SE,5.37,0,0
7948,2010,11,28,3,74,-13,-5,1024,cv,0.89,0,0
7952,2010,11,28,7,79,-12,-6,1022,SE,2.68,0,0
7953,2010,11,28,8,97,-12,-6,1022,NE,1.79,0,0
7954,2010,11,28,9,142,-13,-3,1023,SE,1.79,0,0
7955,2010,11,28,10,150,-13,-1,1022,cv,0.89,0,0
7956,2010,11,28,11,173,-14,1,1021,NW,1.79,0,0
7957,2010,11,28,12,136,-14,3,1020,cv,0.89,0,0
7961,2010,11,28,16,202,-12,4,1019,NE,3.58,0,0
7963,2010,11,28,18,268,-12,0,1020,SE,2.68,0,0
7965,2010,11,28,20,316,-9,-3,1021,cv,1.78,0,0
7966,2010,11,28,21,354,-9,-2,1021,SE,0.89,0,0
7967,2010,11,28,22,360,-8,-3,1021,cv,0.89,0,0
7969,2010,11,29,0,443,-9,-5,1021,cv,2.67,0,0
7970,2010,11,29,1,418,-9,-6,1022,NE,0.89,0,0
7975,2010,11,29,6,154,-8,-4,1020,NW,4.47,0,0
7980,2010,11,29,11,121,-4,2,1020,NW,3.58,0,0
7981,2010,11,29,12,136,-2,3,1018,NW,6.71,0,0
7984,2010,11,29,15,98,-1,4,1017,cv,0.89,0,0
7986,2010,11,29,17,130,-1,2,1017,cv,2.67,0,0
7989,2010,11,29,20,173,-3,-2,1019,cv,5.34,0,0
7990,2010,11,29,21,174,-2,-1,1019,NW,0.89,0,0
7991,2010,11,29,22,172,-3,-2,1020,NW,2.68,0,0
7992,2010,11,29,23,213,-2,-1,1020,NW,4.47,0,0
7994,2010,11,30,1,267,-4,-3,1020,NW,9.39,0,0
7996,2010,11,30,3,236,-4,-3,1019,NW,12.97,0,0
7998,2010,11,30,5,176,-5,-5,1019,NW,15.65,0,0
7999,2010,11,30,6,159,-5,-4,1019,cv,0.89,0,0
8004,2010,11,30,11,240,-1,0,1020,cv,1.78,0,0
8005,2010,11,30,12,256,0,1,1019,cv,2.67,0,0
8007,2010,11,30,14,247,0,3,1017,SE,3.58,0,0
8008,2010,11,30,15,242,0,3,1016,cv,0.89,0,0
8009,2010,11,30,16,237,0,2,1016,SE,0.89,0,0
8011,2010,11,30,18,247,0,2,1017,SE,1.79,0,0
8013,2010,11,30,20,245,0,2,1018,cv,0.89,0,0
8015,2010,11,30,22,249,0,2,1017,SE,1.79,0,0
8017,2010,12,1,0,259,0,1,1017,cv,0.89,0,0
8018,2010,12,1,1,256,0,1,1016,cv,1.78,0,0
8020,2010,12,1,3,248,-1,1,1016,cv,3.56,0,0
8022,2010,12,1,5,238,-1,1,1015,cv,4.9,0,0
8025,2010,12,1,8,235,-1,0,1015,cv,0.89,0,0
8026,2010,12,1,9,233,-1,0,1015,cv,1.78,0,0
8030,2010,12,1,13,261,-1,1,1012,cv,0.89,0,0
8032,2010,12,1,15,268,-1,1,1010,cv,2.67,0,0
8033,2010,12,1,16,259,-1,1,1010,cv,3.56,0,0
8034,2010,12,1,17,257,-1,1,1010,cv,4.45,0,0
8036,2010,12,1,19,271,-1,1,1011,cv,0.89,0,0
8038,2010,12,1,21,288,-2,0,1012,NW,4.92,0,0
8041,2010,12,2,0,270,-2,0,1012,NW,15.2,0,0
8042,2010,12,2,1,259,-2,0,1012,NW,18.33,0,0
8043,2010,12,2,2,240,-2,0,1012,NW,22.35,0,0
8044,2010,12,2,3,218,-2,0,1013,NW,25.48,0,0
8046,2010,12,2,5,142,-9,6,1013,NW,35.31,0,0
8049,2010,12,2,8,71,-14,8,1016,NW,57.21,0,0
8052,2010,12,2,11,33,-14,5,1019,NW,97.45,0,0
8053,2010,12,2,12,26,-17,4,1020,NW,112.65,0,0
8055,2010,12,2,14,14,-19,3,1021,NW,142.6,0,0
8058,2010,12,2,17,14,-18,2,1024,NW,166.74,0,0
8059,2010,12,2,18,13,-18,1,1025,NW,173.89,0,0
8063,2010,12,2,22,25,-15,-2,1027,NE,7.15,0,0
8065,2010,12,3,0,15,-15,-3,1027,NE,4.02,0,0
8066,2010,12,3,1,23,-15,-3,1026,NW,1.79,0,0
8068,2010,12,3,3,16,-14,-5,1026,NW,3.13,0,0
8069,2010,12,3,4,11,-15,-4,1025,NW,4.92,0,0
8070,2010,12,3,5,13,-14,-5,1025,NW,8.05,0,0
8072,2010,12,3,7,36,-14,-5,1025,NE,1.78,0,0
8075,2010,12,3,10,72,-12,-1,1025,SE,3.58,0,0
8076,2010,12,3,11,72,-12,1,1025,SE,5.37,0,0
8077,2010,12,3,12,72,-14,2,1023,NE,1.79,0,0
8080,2010,12,3,15,58,-13,4,1019,cv,1.79,0,0
8081,2010,12,3,16,71,-12,3,1019,NE,1.79,0,0
8082,2010,12,3,17,69,-11,-1,1018,NW,1.79,0,0
8083,2010,12,3,18,88,-11,-2,1018,NE,1.79,0,0
8088,2010,12,3,23,167,-10,-5,1016,NW,1.79,0,0
8089,2010,12,4,0,193,-10,-5,1015,NW,4.92,0,0
8090,2010,12,4,1,167,-10,-4,1015,NW,8.05,0,0
8093,2010,12,4,4,129,-10,-5,1013,NW,14.76,0,0
8094,2010,12,4,5,122,-10,-3,1013,NW,16.55,0,0
8096,2010,12,4,7,154,-10,-5,1013,NW,22.81,0,0
8099,2010,12,4,10,113,-9,2,1013,cv,0.89,0,0
8102,2010,12,4,13,116,-11,6,1011,NW,1.79,0,0
8103,2010,12,4,14,118,-11,7,1010,cv,0.89,0,0
8104,2010,12,4,15,121,-10,7,1009,cv,1.78,0,0
8105,2010,12,4,16,127,-10,6,1009,cv,2.67,0,0
8106,2010,12,4,17,173,-9,4,1009,cv,3.56,0,0
8107,2010,12,4,18,216,-9,0,1010,SE,1.79,0,0
8109,2010,12,4,20,248,-7,-1,1011,cv,1.34,0,0
8110,2010,12,4,21,281,-7,-2,1011,cv,2.23,0,0
8112,2010,12,4,23,309,-7,-3,1012,NE,0.89,0,0
8113,2010,12,5,0,322,-7,-1,1012,NW,1.79,0,0
8117,2010,12,5,4,130,-8,-3,1013,NW,15.2,0,0
8119,2010,12,5,6,153,-7,-2,1014,NW,21.46,0,0
8121,2010,12,5,8,113,-8,2,1016,NW,28.61,0,0
8122,2010,12,5,9,35,-7,5,1018,NW,31.74,0,0
8126,2010,12,5,13,27,-8,13,1020,NW,12.06,0,0
8130,2010,12,5,17,9,-11,7,1025,NW,50.49,0,0
8132,2010,12,5,19,10,-12,5,1028,NW,63.45,0,0
8133,2010,12,5,20,11,-13,4,1030,NW,69.26,0,0
8134,2010,12,5,21,11,-14,4,1030,NW,77.31,0,0
8135,2010,12,5,22,8,-15,3,1031,NW,85.36,0,0
8140,2010,12,6,3,10,-15,1,1033,NW,134.97,0,0
8141,2010,12,6,4,10,-16,0,1033,NW,147.93,0,0
8142,2010,12,6,5,9,-16,0,1033,NW,159.11,0,0
8143,2010,12,6,6,9,-15,0,1032,NW,168.05,0,0
8146,2010,12,6,9,15,-18,0,1035,NW,193.97,0,0
8147,2010,12,6,10,19,-18,1,1035,NW,203.8,0,0
8148,2010,12,6,11,15,-18,2,1034,NW,212.74,0,0
8149,2010,12,6,12,15,-19,3,1033,NW,222.57,0,0
8150,2010,12,6,13,13,-21,4,1031,NW,231.51,0,0
8153,2010,12,6,16,13,-21,4,1029,NW,255.65,0,0
8156,2010,12,6,19,20,-20,4,1028,SE,4.02,0,0
8159,2010,12,6,22,46,-16,1,1027,SE,12.96,0,0
8160,2010,12,6,23,44,-17,1,1026,SE,14.75,0,0
8161,2010,12,7,0,61,-17,2,1025,SE,17.88,0,0
8162,2010,12,7,1,53,-13,-2,1025,cv,0.89,0,0
8163,2010,12,7,2,45,-18,1,1024,NW,3.13,0,0
8166,2010,12,7,5,46,-19,2,1021,NW,1.79,0,0
8168,2010,12,7,7,94,-11,-3,1020,SE,3.58,0,0
8169,2010,12,7,8,127,-11,-3,1020,SE,4.47,0,0
8170,2010,12,7,9,68,-14,2,1019,SE,7.6,0,0
8171,2010,12,7,10,74,-18,5,1019,NW,4.02,0,0
8172,2010,12,7,11,27,-17,6,1018,SE,1.79,0,0
8174,2010,12,7,13,83,-19,7,1014,SE,4.02,0,0
8175,2010,12,7,14,41,-17,7,1013,SE,8.04,0,0
8178,2010,12,7,17,53,-16,4,1012,SE,21.9,0,0
8179,2010,12,7,18,41,-16,4,1012,SE,26.82,0,0
8181,2010,12,7,20,49,-17,5,1012,SE,35.76,0,0
8182,2010,12,7,21,56,-16,5,1012,SE,40.68,0,0
8183,2010,12,7,22,52,-14,1,1012,NE,0.89,0,0
8184,2010,12,7,23,67,-12,-3,1012,NW,1.79,0,0
8191,2010,12,8,6,29,-12,2,1015,NW,21.01,0,0
8193,2010,12,8,8,19,-9,-2,1017,NE,3.58,0,0
8197,2010,12,8,12,27,-12,6,1016,NW,11.63,0,0
8198,2010,12,8,13,21,-12,7,1015,cv,1.79,0,0
8200,2010,12,8,15,13,-13,8,1015,NW,6.26,0,0
8201,2010,12,8,16,9,-15,7,1015,NW,11.18,0,0
8202,2010,12,8,17,18,-16,6,1016,NW,16.1,0,0
8204,2010,12,8,19,20,-16,4,1016,NW,21.91,0,0
8206,2010,12,8,21,61,-14,1,1017,cv,0.89,0,0
8213,2010,12,9,4,158,-8,-2,1014,SE,5.81,0,0
8216,2010,12,9,7,155,-8,-3,1014,SE,1.79,0,0
8218,2010,12,9,9,146,-7,-1,1014,cv,0.89,0,0
8220,2010,12,9,11,212,-7,2,1012,SE,1.79,0,0
8222,2010,12,9,13,215,-7,4,1009,SE,5.37,0,0
8224,2010,12,9,15,218,-8,5,1007,SE,3.13,0,0
8228,2010,12,9,19,257,-8,1,1006,cv,0.89,0,0
8231,2010,12,9,22,246,-7,0,1005,NW,6.71,0,0
8233,2010,12,10,0,230,-7,-2,1004,NW,10.29,0,0
8234,2010,12,10,1,218,-7,-2,1003,NW,12.08,0,0
8236,2010,12,10,3,212,-6,-1,1003,NW,18.34,0,0
8238,2010,12,10,5,237,-7,-1,1002,NW,23.26,0,0
8239,2010,12,10,6,230,-7,-2,1002,NW,25.05,0,0
8240,2010,12,10,7,231,-7,-3,1002,cv,0.89,0,0
8242,2010,12,10,9,180,-8,7,1003,NW,12.07,0,0
8244,2010,12,10,11,29,-11,6,1007,NW,38.45,0,0
8245,2010,12,10,12,35,-12,6,1006,NW,53.65,0,0
8246,2010,12,10,13,28,-15,7,1008,NW,66.61,0,0
8247,2010,12,10,14,25,-18,4,1011,NW,86.73,0,0
8248,2010,12,10,15,25,-18,4,1013,NW,103.72,0,0
8249,2010,12,10,16,19,-18,2,1014,NW,119.81,0,0
8251,2010,12,10,18,13,-20,0,1019,NW,143.95,0,0
8252,2010,12,10,19,10,-18,-1,1020,NW,152.89,0,0
8253,2010,12,10,20,11,-19,-1,1021,NW,161.83,0,0
8254,2010,12,10,21,14,-18,-2,1021,NW,168.98,0,0
8256,2010,12,10,23,19,-17,-3,1022,NW,179.71,0,0
8257,2010,12,11,0,17,-18,-4,1023,NW,182.84,0,0
8258,2010,12,11,1,36,-18,-3,1023,NW,185.97,0,0
8260,2010,12,11,3,14,-18,-5,1023,NW,1.79,0,0
8263,2010,12,11,6,23,-16,-6,1023,NW,10.73,0,0
8264,2010,12,11,7,19,-16,-6,1023,NW,13.86,0,0
8265,2010,12,11,8,23,-15,-6,1024,SE,3.13,0,0
8269,2010,12,11,12,41,-17,2,1021,SE,21.01,0,0
8270,2010,12,11,13,36,-17,2,1020,SE,25.93,0,0
8271,2010,12,11,14,49,-17,2,1019,SE,31.74,0,0
8273,2010,12,11,16,46,-17,1,1018,SE,42.47,0,0
8274,2010,12,11,17,34,-15,-1,1018,SE,44.26,0,0
8276,2010,12,11,19,53,-15,-3,1018,SE,47.84,0,0
8277,2010,12,11,20,82,-14,-3,1018,SE,49.63,0,0
8279,2010,12,11,22,122,-12,-4,1018,SE,54.55,0,0
8282,2010,12,12,1,131,-10,-5,1017,cv,0.89,0,0
8283,2010,12,12,2,112,-11,-5,1016,cv,1.78,0,0
8284,2010,12,12,3,115,-11,-5,1015,SE,0.89,0,0
8285,2010,12,12,4,102,-11,-5,1015,NW,0.89,0,0
8286,2010,12,12,5,105,-12,-7,1015,NW,4.02,0,0
8287,2010,12,12,6,100,-11,-6,1015,NW,7.15,0,0
8288,2010,12,12,7,101,-11,-7,1015,NW,10.28,0,0
8290,2010,12,12,9,94,-10,-3,1017,NW,17.43,0,0
8291,2010,12,12,10,87,-10,-1,1017,NW,21.45,0,0
8292,2010,12,12,11,100,-12,0,1017,NW,25.47,0,0
8293,2010,12,12,12,95,-12,1,1016,NW,28.6,0,0
8294,2010,12,12,13,101,-11,2,1016,NW,31.73,0,0
8295,2010,12,12,14,104,-11,2,1016,NW,33.52,0,0
8296,2010,12,12,15,118,-11,2,1016,NE,1.79,0,0
8297,2010,12,12,16,117,-11,2,1018,NW,1.79,0,0
8298,2010,12,12,17,113,-11,1,1019,NE,0.89,0,0
8300,2010,12,12,19,122,-8,-1,1021,cv,0.45,0,0
8301,2010,12,12,20,139,-8,-2,1022,cv,1.34,0,0
8306,2010,12,13,1,15,-13,-2,1025,NE,21.01,0,0
8307,2010,12,13,2,11,-16,-3,1027,NE,28.16,0,0
8308,2010,12,13,3,8,-18,-4,1028,NE,36.21,0,0
8313,2010,12,13,8,13,-22,-6,1030,NE,69.28,0,0
8314,2010,12,13,9,19,-23,-5,1031,NE,75.09,0,0
8315,2010,12,13,10,19,-24,-5,1031,NE,82.24,0,0
8319,2010,12,13,14,15,-24,-3,1029,NE,105.93,0,0
8323,2010,12,13,18,17,-23,-7,1031,NW,1.79,0,0
8324,2010,12,13,19,19,-23,-6,1032,NE,3.13,0,0
8325,2010,12,13,20,22,-22,-6,1032,NE,6.26,0,0
8327,2010,12,13,22,21,-23,-6,1033,NE,15.2,0,0
8330,2010,12,14,1,24,-23,-9,1034,NE,25.93,0,0
8332,2010,12,14,3,13,-22,-11,1034,NW,7.15,0,0
8334,2010,12,14,5,17,-23,-11,1033,NW,13.86,0,0
8335,2010,12,14,6,19,-23,-11,1034,NW,15.65,0,0
8337,2010,12,14,8,23,-21,-11,1035,NW,23.69,0,0
8338,2010,12,14,9,22,-22,-7,1035,NW,27.71,0,0
8341,2010,12,14,12,22,-23,-5,1034,NW,45.14,0,0
8342,2010,12,14,13,16,-23,-4,1033,NW,52.29,0,0
8343,2010,12,14,14,16,-23,-4,1033,NW,60.34,0,0
8346,2010,12,14,17,16,-23,-4,1033,NW,84.92,0,0
8348,2010,12,14,19,15,-24,-6,1034,NW,97.89,0,0
8351,2010,12,14,22,8,-25,-8,1037,NW,119.34,0,0
8353,2010,12,15,0,11,-24,-9,1037,NW,130.07,0,0
8354,2010,12,15,1,12,-25,-9,1037,NW,137.22,0,0
8358,2010,12,15,5,15,-28,-12,1037,NW,168.06,0,0
8362,2010,12,15,9,17,-26,-10,1036,NW,199.36,0,0
8364,2010,12,15,11,22,-26,-8,1035,NW,219.48,0,0
8365,2010,12,15,12,22,-26,-8,1034,NW,228.42,0,0
8366,2010,12,15,13,25,-25,-7,1032,NW,238.25,0,0
8368,2010,12,15,15,21,-24,-5,1030,NW,254.35,0,0
8369,2010,12,15,16,24,-24,-5,1030,NW,262.4,0,0
8370,2010,12,15,17,13,-24,-5,1029,NW,266.42,0,0
8371,2010,12,15,18,15,-23,-4,1028,NW,269.55,0,0
8372,2010,12,15,19,43,-23,-4,1028,SE,4.02,0,0
8374,2010,12,15,21,50,-22,-6,1027,SE,13.85,0,0
8375,2010,12,15,22,54,-24,-4,1027,NW,5.81,0,0
8376,2010,12,15,23,27,-24,-3,1026,NW,13.86,0,0
8377,2010,12,16,0,20,-24,-4,1026,NW,19.67,0,0
8378,2010,12,16,1,28,-22,-9,1025,NW,22.8,0,0
8379,2010,12,16,2,30,-21,-10,1025,NW,25.93,0,0
8380,2010,12,16,3,22,-23,-4,1024,NW,33.98,0,0
8383,2010,12,16,6,40,-22,-7,1022,SE,1.79,0,0
8384,2010,12,16,7,41,-21,-6,1021,SE,3.58,0,0
8385,2010,12,16,8,39,-19,-7,1021,cv,0.89,0,0
8386,2010,12,16,9,40,-18,-5,1020,cv,1.78,0,0
8387,2010,12,16,10,54,-20,-2,1020,cv,2.67,0,0
8388,2010,12,16,11,56,-23,0,1018,NW,1.79,0,0
8389,2010,12,16,12,63,-24,1,1016,NW,7.6,0,0
8390,2010,12,16,13,58,-24,2,1014,NW,14.75,0,0
8391,2010,12,16,14,50,-24,3,1013,NW,20.56,0,0
8393,2010,12,16,16,81,-21,1,1012,SE,4.92,0,0
8396,2010,12,16,19,60,-18,0,1011,SE,16.09,0,0
8397,2010,12,16,20,72,-20,0,1011,SE,19.22,0,0
8400,2010,12,16,23,95,-18,0,1012,NW,3.13,0,0
8402,2010,12,17,1,41,-21,0,1012,NW,12.07,0,0
8404,2010,12,17,3,36,-19,-1,1013,NW,16.99,0,0
8411,2010,12,17,10,64,-14,2,1015,cv,1.78,0,0
8414,2010,12,17,13,73,-20,7,1012,SE,13.85,0,0
8415,2010,12,17,14,79,-19,8,1012,SE,17.87,0,0
8418,2010,12,17,17,136,-17,3,1012,SE,26.81,0,0
8419,2010,12,17,18,135,-16,1,1013,cv,0.89,0,0
8420,2010,12,17,19,145,-13,-3,1013,SE,0.89,0,0
8422,2010,12,17,21,282,-13,-4,1014,SE,0.89,0,0
8423,2010,12,17,22,325,-13,-3,1014,cv,0.89,0,0
8425,2010,12,18,0,374,-13,-6,1014,NW,3.58,0,0
8426,2010,12,18,1,363,-13,-6,1014,NW,6.71,0,0
8427,2010,12,18,2,319,-13,-6,1013,NE,0.89,0,0
8428,2010,12,18,3,265,-13,-8,1013,NE,1.78,0,0
8429,2010,12,18,4,247,-14,-7,1013,cv,0.89,0,0
8431,2010,12,18,6,215,-13,-6,1013,NW,4.92,0,0
8432,2010,12,18,7,210,-12,-8,1013,NE,0.89,0,0
8433,2010,12,18,8,242,-13,-8,1013,cv,0.89,0,0
8436,2010,12,18,11,201,-12,0,1013,cv,0.89,0,0
8437,2010,12,18,12,206,-13,3,1012,NW,1.79,0,0
8440,2010,12,18,15,246,-13,5,1010,cv,0.89,0,0
8442,2010,12,18,17,269,-12,2,1011,SE,1.79,0,0
8443,2010,12,18,18,302,-11,-1,1012,cv,0.89,0,0
8444,2010,12,18,19,315,-11,-3,1012,NE,1.79,0,0
8448,2010,12,18,23,454,-11,-5,1015,cv,2.67,0,0
8450,2010,12,19,1,485,-10,-5,1015,cv,0.89,0,0
8455,2010,12,19,6,133,-12,-3,1014,NW,1.79,0,0
8457,2010,12,19,8,72,-17,5,1015,NW,16.54,0,0
8459,2010,12,19,10,52,-15,8,1017,NW,34.42,0,0
8465,2010,12,19,16,16,-12,10,1016,NW,77.33,0,0
8467,2010,12,19,18,34,-15,9,1017,NW,87.16,0,0
8470,2010,12,19,21,104,-14,7,1018,SE,3.13,0,0
8474,2010,12,20,1,187,-11,-2,1019,cv,0.89,0,0
8475,2010,12,20,2,200,-11,-4,1019,NE,0.89,0,0
8476,2010,12,20,3,206,-12,-6,1019,cv,0.89,0,0
8478,2010,12,20,5,221,-12,-6,1018,cv,2.67,0,0
8479,2010,12,20,6,220,-12,-7,1018,NW,1.79,0,0
8481,2010,12,20,8,254,-11,-6,1019,cv,1.78,0,0
8482,2010,12,20,9,311,-7,-1,1019,cv,2.23,0,0
8484,2010,12,20,11,227,-10,6,1018,cv,4.01,0,0
8486,2010,12,20,13,91,-13,10,1016,cv,0.89,0,0
8489,2010,12,20,16,117,-13,9,1015,SE,11.18,0,0
8490,2010,12,20,17,104,-14,8,1015,SE,14.31,0,0
8491,2010,12,20,18,115,-14,8,1015,SE,16.1,0,0
8492,2010,12,20,19,138,-13,3,1015,SE,17.89,0,0
8493,2010,12,20,20,147,-12,0,1015,SE,18.78,0,0
8494,2010,12,20,21,237,-10,-2,1015,cv,0.89,0,0
8495,2010,12,20,22,245,-10,-2,1015,cv,1.78,0,0
8497,2010,12,21,0,410,-11,-3,1015,NE,0.89,0,0
8500,2010,12,21,3,397,-10,-3,1014,cv,0.89,0,0
8501,2010,12,21,4,396,-9,-5,1013,cv,1.78,0,0
8502,2010,12,21,5,367,-10,-5,1013,NW,1.79,0,0
8503,2010,12,21,6,346,-10,-3,1013,cv,0.89,0,0
8504,2010,12,21,7,340,-10,-4,1013,NW,1.79,0,0
8506,2010,12,21,9,206,-9,-3,1013,cv,0.89,0,0
8507,2010,12,21,10,224,-7,2,1013,cv,1.78,0,0
8508,2010,12,21,11,430,-6,3,1013,cv,2.67,0,0
8509,2010,12,21,12,441,-5,4,1012,SE,1.79,0,0
8511,2010,12,21,14,439,-5,6,1011,cv,1.78,0,0
8513,2010,12,21,16,474,-5,4,1011,SE,2.68,0,0
8516,2010,12,21,19,584,-5,-1,1012,cv,2.67,0,0
8518,2010,12,21,21,611,-6,-2,1013,cv,4.45,0,0
8519,2010,12,21,22,615,-7,-4,1013,cv,5.34,0,0
8521,2010,12,22,0,570,-7,-5,1013,cv,7.12,0,0
8522,2010,12,22,1,573,-8,-6,1013,cv,8.01,0,0
8524,2010,12,22,3,397,-8,-5,1014,NW,7.15,0,0
8526,2010,12,22,5,295,-9,-2,1014,NW,16.99,0,0
8527,2010,12,22,6,263,-9,-3,1015,NW,21.91,0,0
8528,2010,12,22,7,87,-9,-3,1016,NW,27.72,0,0
8529,2010,12,22,8,67,-10,0,1017,NW,32.64,0,0
8530,2010,12,22,9,48,-10,3,1018,NW,36.66,0,0
8531,2010,12,22,10,38,-12,5,1019,NW,40.68,0,0
8532,2010,12,22,11,35,-14,6,1019,NW,48.73,0,0
8533,2010,12,22,12,23,-14,7,1019,NW,53.65,0,0
8534,2010,12,22,13,24,-14,7,1019,NW,58.57,0,0
8535,2010,12,22,14,15,-14,6,1019,NW,61.7,0,0
8536,2010,12,22,15,17,-15,6,1019,NW,65.72,0,0
8539,2010,12,22,18,17,-20,2,1021,NE,4.02,0,0
8540,2010,12,22,19,27,-20,3,1022,NE,8.94,0,0
8541,2010,12,22,20,29,-21,2,1023,NE,13.86,0,0
8543,2010,12,22,22,18,-22,0,1026,NE,24.59,0,0
8544,2010,12,22,23,11,-19,0,1027,NE,30.4,0,0
8545,2010,12,23,0,10,-16,-1,1028,NE,36.21,0,0
8546,2010,12,23,1,10,-9,-3,1029,NW,4.92,0,0
8547,2010,12,23,2,10,-14,-2,1030,NE,4.02,0,0
8548,2010,12,23,3,12,-14,-3,1031,NW,7.15,0,0
8549,2010,12,23,4,13,-16,-3,1031,NW,16.09,0,0
8551,2010,12,23,6,11,-24,-5,1033,NW,37.1,0,0
8553,2010,12,23,8,21,-26,-7,1035,NW,56.33,0,0
8554,2010,12,23,9,17,-26,-7,1036,NW,64.38,0,0
8556,2010,12,23,11,21,-28,-6,1037,NW,85.39,0,0
8558,2010,12,23,13,25,-26,-5,1036,NW,102.38,0,0
8560,2010,12,23,15,33,-26,-5,1036,NW,114.45,0,0
8562,2010,12,23,17,21,-27,-8,1036,NE,4.92,0,0
8564,2010,12,23,19,42,-24,-11,1038,cv,0.89,0,0
8565,2010,12,23,20,46,-24,-10,1038,cv,1.34,0,0
8566,2010,12,23,21,52,-26,-9,1039,cv,2.23,0,0
8567,2010,12,23,22,32,-25,-9,1039,NE,3.13,0,0
8568,2010,12,23,23,42,-25,-10,1040,NE,6.26,0,0
8569,2010,12,24,0,32,-25,-10,1040,NE,10.28,0,0
8571,2010,12,24,2,26,-26,-11,1040,NW,4.02,0,0
8573,2010,12,24,4,28,-26,-12,1041,NW,11.17,0,0
8574,2010,12,24,5,19,-26,-13,1040,NW,15.19,0,0
8578,2010,12,24,9,27,-26,-11,1041,NW,12.06,0,0
8579,2010,12,24,10,34,-26,-9,1040,NW,15.19,0,0
8580,2010,12,24,11,34,-26,-8,1040,NW,19.21,0,0
8581,2010,12,24,12,25,-26,-6,1038,NW,23.23,0,0
8582,2010,12,24,13,20,-26,-5,1036,NW,26.36,0,0
8583,2010,12,24,14,20,-26,-4,1035,NW,29.49,0,0
8585,2010,12,24,16,23,-24,-5,1034,NE,3.58,0,0
8586,2010,12,24,17,51,-25,-7,1034,NE,5.37,0,0
8588,2010,12,24,19,71,-22,-10,1033,NE,7.15,0,0
8589,2010,12,24,20,76,-23,-9,1033,NW,0.89,0,0
8590,2010,12,24,21,103,-22,-12,1033,cv,0.45,0,0
8591,2010,12,24,22,116,-24,-12,1033,NW,1.79,0,0
8592,2010,12,24,23,111,-22,-13,1033,NW,4.92,0,0
8593,2010,12,25,0,135,-23,-10,1032,cv,0.89,0,0
8595,2010,12,25,2,35,-24,-8,1032,NW,8.94,0,0
8596,2010,12,25,3,17,-24,-7,1031,NW,14.75,0,0
8597,2010,12,25,4,18,-25,-8,1031,NW,19.67,0,0
8598,2010,12,25,5,18,-25,-8,1031,NW,25.48,0,0
8601,2010,12,25,8,19,-23,-11,1031,cv,0.89,0,0
8605,2010,12,25,12,22,-23,-4,1027,NW,8.94,0,0
8606,2010,12,25,13,19,-23,-3,1025,NW,12.96,0,0
8607,2010,12,25,14,26,-22,-4,1025,NE,4.02,0,0
8608,2010,12,25,15,21,-22,-3,1024,NE,7.15,0,0
8609,2010,12,25,16,20,-22,-4,1023,NE,8.94,0,0
8611,2010,12,25,18,93,-21,-9,1023,SE,3.58,0,0
8612,2010,12,25,19,104,-21,-9,1023,cv,0.45,0,0
8614,2010,12,25,21,117,-19,-12,1022,NE,0.89,0,0
8615,2010,12,25,22,111,-20,-10,1022,cv,0.89,0,0
8616,2010,12,25,23,135,-20,-10,1022,NW,1.79,0,0
8617,2010,12,26,0,163,-20,-11,1021,NW,3.58,0,0
8618,2010,12,26,1,128,-19,-12,1020,NW,5.37,0,0
8619,2010,12,26,2,41,-20,-12,1020,cv,0.89,0,0
8621,2010,12,26,4,20,-17,-6,1019,NW,8.94,0,0
8623,2010,12,26,6,27,-17,-6,1018,NW,18.78,0,0
8624,2010,12,26,7,25,-17,-6,1018,NW,23.7,0,0
8625,2010,12,26,8,27,-17,-5,1018,NW,28.62,0,0
8626,2010,12,26,9,30,-17,-4,1018,NW,31.75,0,0
8627,2010,12,26,10,32,-16,-2,1017,NW,35.77,0,0
8628,2010,12,26,11,29,-16,0,1016,NW,40.69,0,0
8631,2010,12,26,14,51,-19,2,1013,NW,65.73,0,0
8632,2010,12,26,15,55,-19,2,1013,NW,73.78,0,0
8636,2010,12,26,19,60,-18,0,1013,SE,15.19,0,0
